"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"SLC41A2"	"SLC41A2"	-0.0512214231619398	0.514446173785521	0.513142568177327	0.0995484844266635	-0.0379407940649684	-0.812709029395622	"S03"	0.514446173785521	"IS02"
"SIGLEC15"	"SIGLEC15"	0.503300293034472	0.514224760472718	0.431844839991634	-0.142897277565239	-0.324648448827911	-0.89134388930589	"S03"	0.514224760472718	"IS02"
"MIEN1"	"MIEN1"	0.373086775835551	0.471075386868145	0.110588143165422	-0.408681765210723	-0.263298494186912	-0.458124463746561	"S03"	0.471075386868145	"IS02"
"HLA.DQA2"	"HLA.DQA2"	0.109536900914059	0.46495334225131	0.104011919312926	0.151836038081216	0.0576898359387584	-0.791974571131282	"S03"	0.46495334225131	"IS02"
"TRIM21"	"TRIM21"	0.155265769671058	0.46044687416005	-0.261878596952135	-0.0375434978829414	-0.0937814744964919	-0.427182353603884	"S03"	0.46044687416005	"IS02"
"DNAJC3"	"DNAJC3"	-0.0827269154716044	0.456811403234568	0.322751139906264	0.309237304640696	-0.277243999717517	-0.592707344204239	"S03"	0.456811403234568	"IS02"
"RPL38"	"RPL38"	0.350520751875531	0.453497762403965	-0.198588393213618	0.0603046560079909	0.415364252471276	-1.02561015109821	"S03"	0.453497762403965	"IS02"
"PSMB5"	"PSMB5"	0.154682103648193	0.442883785206874	-0.453001684862227	-0.635860905540111	-0.219615523315499	0.138586835252409	"S03"	0.442883785206874	"IS02"
"RANBP1"	"RANBP1"	-0.290842393719334	0.426856494129495	-0.146746765681072	-0.10283415391271	0.106828568072488	-0.170481369755157	"S03"	0.426856494129495	"IS02"
"THOC5"	"THOC5"	0.398135598037338	0.421760282660724	-0.13364280228602	-0.000887082765182777	-0.0515154640597344	-0.70162447835296	"S03"	0.421760282660724	"IS02"
"SCAMP2"	"SCAMP2"	0.117386896412968	0.409992672113221	0.308652439046844	-0.357899514725836	-0.562857280115059	-0.0960164355565001	"S03"	0.409992672113221	"IS02"
"BET1L"	"BET1L"	0.299869457351951	0.382076322838112	0.360346690626508	-0.268102526371154	-0.490640325267443	-0.347879551201285	"S03"	0.382076322838112	"IS02"
"RAC2"	"RAC2"	-0.172970560797193	0.354078772407481	-0.215131881657323	0.169000990681357	0.286754437726401	-0.44584677822587	"S03"	0.354078772407481	"IS02"
